Nr.;GTIN;brandName;productName;Energy  [kJ];Energy [kcal];Fat;Fat_isEqual;OfWhichSaturated;OfWhichSaturated_isEqual;Carbohydrate;Carbohydrate_isEqual;OfWhichSugar;OfWhichSugar_isEqual;Protein;Protein_isEqual;Salt;Salt_isEqual;oneHundred_referenceUnit;barcode;detailedProductName;netContent;netContentUnit;packagingMarkedLabelAccreditation;organicClaim;percentageOfAlcoholByVolume;percentageOfAlcoholByVolume_isEqual;packagingRecyclingProcessType;brick_code;brick decription
99;90162565;Red Bull;Energy Drink;195;46;0;TRUE;0;TRUE;11;TRUE;11;TRUE;0;TRUE;0.1;TRUE;ml;90162565;Energy Drink;250;ml;N/A;N/A;N/A;TRUE;[50];10000266;Energydrinks – trinkfertig
100;4061458178952;Knusperone;Cornflakes;1642;387;1.2;TRUE;0.6;TRUE;84;TRUE;4.8;TRUE;8.3;TRUE;1.18;TRUE;g;4061458178952;Cornflakes;500;g;[208, 225];N/A;N/A;TRUE;N/A;10000284;Getreideprodukte – verzehrbereit (ohne Kühlung haltbar)
101;4311501603932;Gut & Günstig;süßer Apfel Früchtetee;12;3;0;TRUE;0;TRUE;0.6;TRUE;0.2;TRUE;0;TRUE;0;TRUE;ml;4311501603932;Früchtetee aromatisiert, mit Apfelgeschmack;60;g;[220];N/A;N/A;TRUE;N/A;10000116;Tee – lose / abgepackt / Aufgussbeutel
102;54493438;Coke;Coca-Cola Zero Sugar;0.9;0.2;N/A;TRUE;N/A;TRUE;0;TRUE;0;TRUE;N/A;TRUE;0.02;TRUE;ml;54493438;kalorienarmes , koffeinhaltiges Erfrischungsgetränk mit Pflanzenextrakt;0.33;l;N/A;N/A;N/A;TRUE;[50];10000201;Erfrischungsgetränke, aromatisiert – trinkfertig
103;4061458221337;River;Cola Zero;1;0;0;TRUE;0;TRUE;0;TRUE;0;TRUE;0;TRUE;0.02;TRUE;ml;4061458221337;Zuckerfreies, kalorinarmes, koffeinhalties Erfrischungsgetränk mit Süßungsmitteln;0.5;l;[57];N/A;N/A;TRUE;[50];10000201;Erfrischungsgetränke, aromatisiert – trinkfertig
104;4061458166591;Gut bio;Haselnusskerne;2793;678;66;TRUE;5.8;TRUE;2.7;TRUE;1.9;TRUE;15;TRUE;0.01;TRUE;g;4061458166591;Bio-Haselnüsse;200;g;[91, 220];[14, 233];N/A;TRUE;N/A;10000008;Nüsse / Samen – nicht bearbeitet / verarbeitet (ohne Kühlung haltbar)
105;4061458061490;Knusperone;Zarte Heferflocken;1580;378;7;TRUE;1.3;TRUE;59;TRUE;0.7;TRUE;14;TRUE;0.02;TRUE;g;4061458061490;Zarte Haferflocken;500;g;[39];N/A;N/A;TRUE;N/A;10000285;Cerealien – nicht verzehrbereit (ohne Kühlung haltbar)
106;4061458000970;Westcliff;Kräutertee Salbei;N/A;N/A;N/A;TRUE;N/A;TRUE;N/A;TRUE;N/A;TRUE;N/A;TRUE;N/A;TRUE;N/A;4061458000970;Kräutertee;43.75;g;[220];N/A;N/A;TRUE;N/A;10000116;Tee – lose / abgepackt / Aufgussbeutel
107;4061458144827;Westcliff;Kräutertee Kamille-Fenchel;N/A;N/A;N/A;TRUE;N/A;TRUE;N/A;TRUE;N/A;TRUE;N/A;TRUE;N/A;TRUE;N/A;4061458144827;Kräutertee;50;g;[220];N/A;N/A;TRUE;N/A;10000116;Tee – lose / abgepackt / Aufgussbeutel
108;4061458032483;Milsani;Kondensmilch;461;110;4;TRUE;2.8;TRUE;12;TRUE;12;TRUE;6.8;TRUE;0.28;TRUE;g;4061458032483;Teilentrahmte Kondensmilch 4% Fett, 20% fettfreie Milchtrockenmasse, wärembehandelt;340;g;[135, 225];N/A;N/A;TRUE;N/A;10000607;Milch / Butter / Sahne / Käse / Eier / Ersatzprodukte – Mischpackungen
109;4061458013635;Grandessa;Aprikose Konfitüre;997;235;0.5;FALSE;0.1;FALSE;56;TRUE;55;TRUE;0.5;FALSE;0.01;FALSE;g;4061458013635;Konfitüre extra Aprikose;450;g;N/A;N/A;N/A;TRUE;N/A;10000217;Marmeladen / Gelees / Konfitüren (ohne Kühlung haltbar)
110;4061458252645;Flying Power;Energy Drink;203;48;0;TRUE;0;TRUE;11;TRUE;11;TRUE;0;TRUE;0.2;TRUE;ml;4061458252645;Koffeinhaltiges Erfrischungsgetränk - erhöhter Koffeingehalt (32mg/100ml), pateurisiert;330;ml;N/A;N/A;N/A;TRUE;[50];10000266;Energydrinks – trinkfertig
111;9120037002066;Pure Bio;Energy Drink Cucumber Limette Minze7;148;35;0;TRUE;0;TRUE;8.3;TRUE;8.3;TRUE;0;TRUE;0;TRUE;ml;9120037002066;koffeinhaltiges BIO-Limettenerfrischungsgetränk mit Gurken-Minzgeschmack, erhöhter Koffeingehalt;250;ml;[236, 237];[235];N/A;TRUE;[50];10000266;Energydrinks – trinkfertig
112;5600821261717;The GUTsy Captain;Kombucha Grüntee-Getränk mit Ingwer Zitrone;74;18;0;TRUE;0;TRUE;4.4;TRUE;4.4;TRUE;0;TRUE;0;TRUE;ml;5600821261717;Fermentiertes Grüntee-Getränk mit Ingwer;250;ml;[57];[234];N/A;TRUE;[50];10000201;Erfrischungsgetränke, aromatisiert – trinkfertig
113;42367642;Gut bio;Bio Limonade mit Orangengeschmack;150;35;0;TRUE;0;TRUE;8.5;TRUE;8.5;TRUE;0;TRUE;0.01;FALSE;ml;42367642;Bio-Fruchtlimonade;0.5;l;[91];[231];N/A;TRUE;[50];10000201;Erfrischungsgetränke, aromatisiert – trinkfertig
114;4061458252669;TopSport;iso light grapefruit-citrus;80;19;0;TRUE;0;TRUE;4.4;TRUE;4.3;TRUE;0;TRUE;0.02;TRUE;ml;4061458252669;Isotonisches Erfrischungsgetränk Grapefruit-Zitrone mit Zucker und Süßungsmitteln;0.5;l;[57];N/A;N/A;TRUE;[50];10000201;Erfrischungsgetränke, aromatisiert – trinkfertig
115;4061458248310;Wiesgart;Activ kalorienarmes Erfrischungsgetränk mit Pfirsich-Melonengeschmack;80;19;0;TRUE;0;TRUE;4.5;TRUE;4.5;TRUE;0;TRUE;0.01;FALSE;ml;4061458248310;Kalorienarmes Erfrischungsgetränk mit Pfirsisch-Melonengeschmack;750;ml;[57];N/A;N/A;TRUE;[50];10000201;Erfrischungsgetränke, aromatisiert – trinkfertig
116;4025500186821;müller;Kalinka Kefir;193;46;1.5;TRUE;1;TRUE;4.1;TRUE;4.1;TRUE;3.4;TRUE;0.12;TRUE;g;4025500186821;Fettarmer Kefir mild. 1,5 % Fett;500;g;N/A;N/A;N/A;TRUE;N/A;10000191;Milchbasierte / Milchersatzbasierte Getränke – trinkfertig (leicht verderblich)
117;4025500266288;müller;Frucht Butter Milch Summer Vibes Tropical Kiss;259;61;0.5;TRUE;0.4;TRUE;10.6;TRUE;10.1;TRUE;2.7;TRUE;0.13;TRUE;g;4025500266288;Buttermilch mit 12% Ananas-Maracuja-Zubereitung mit Kokosgeschmack, 0,6 % Fett im Milchanteil;500;g;N/A;N/A;N/A;TRUE;N/A;10000191;Milchbasierte / Milchersatzbasierte Getränke – trinkfertig (leicht verderblich)
118;4025500266622;müller;Frucht Butter Milch Summer Vibes Mango Tango;253;60;0.5;TRUE;0.3;TRUE;10.6;TRUE;10;TRUE;2.6;TRUE;0.13;TRUE;g;4025500266622;Buttermilch mit 12% Fruchtzubereitung, 0,6% Fett im Milchanteil;500;g;N/A;N/A;N/A;TRUE;N/A;10000191;Milchbasierte / Milchersatzbasierte Getränke – trinkfertig (leicht verderblich)
119;4025500163082;müller;Reine Butter Milch;162;38;0.6;TRUE;0.4;TRUE;4.2;TRUE;4.2;TRUE;3.4;TRUE;0.12;TRUE;g;4025500163082;Reine Buttermilch;500;g;N/A;N/A;N/A;TRUE;N/A;10000191;Milchbasierte / Milchersatzbasierte Getränke – trinkfertig (leicht verderblich)
120;4025500163396;müller;Frucht Butter Milch Multivitamin;256;60;0.5;TRUE;0.3;TRUE;10.8;TRUE;10.3;TRUE;2.5;TRUE;0.13;TRUE;g;4025500163396;Buttermilch mit 24% Fruchtzubereitung (mit 9,1% Frucht im Endprodukt), 0,6% Fett im Milchanteil;500;g;N/A;N/A;N/A;TRUE;N/A;10000191;Milchbasierte / Milchersatzbasierte Getränke – trinkfertig (leicht verderblich)
121;4311501644683;Edeka Bio;Berglinsen;1429;338;1.6;TRUE;0.3;TRUE;50;TRUE;1.7;TRUE;24;TRUE;0.01;TRUE;g;4311501644683;N/A;500;g;N/A;[14, 226];N/A;TRUE;N/A;10000203;Mehle – Getreide / Hülsenfrüchte (ohne Kühlung haltbar)
122;4009233003686;Nestle;Steinofen Flammkuchen;1110;266;14.1;TRUE;6.9;TRUE;25.8;TRUE;3.9;TRUE;8;TRUE;1;TRUE;g;4009233003686;Flammkuchen, tiefgefroren;300;g;N/A;N/A;N/A;TRUE;N/A;10000248;Pasteten / Gebäck / Pizzas / Quiches – herzhaft (tiefgefroren)
123;8410337847032;Solaz;Tempranillo Bio;N/A;N/A;N/A;TRUE;N/A;TRUE;N/A;TRUE;N/A;TRUE;N/A;TRUE;N/A;TRUE;N/A;8410337847032;N/A;75;cl;N/A;[14];N/A;TRUE;N/A;10000276;Weine – ohne Kohlensäure
124;4040600299608;Landliebe;Vanille Milch;298;71;2;TRUE;1.4;TRUE;9.9;TRUE;9.9;TRUE;3.3;TRUE;0.12;TRUE;ml;4040600299608;Fettarme Milch und Vollmilch mit natürlichem Vanilnnearoma, ultrahocherhitzt, 2,0% Fett im Milchanteil;524;g;[225];N/A;N/A;TRUE;N/A;10000025;Milch (leicht verderblich)
125;4313920000071;Unsere Heimat;Deutsche Markenbutter;3056;743;82;TRUE;52;TRUE;0.6;TRUE;0.6;TRUE;0.7;TRUE;0.03;TRUE;g;4313920000071;Mildgesäuerte Butter;250;g;[135, 178, 243];N/A;N/A;TRUE;N/A;10000168;Butter (leicht verderblich)
126;4008452031067;Molkerei Weihenstephan GmbH & co. KG;Joghurt 1,5 % Fett;277;66;1.5;TRUE;1;TRUE;6.9;TRUE;6.9;TRUE;5.5;TRUE;0.19;TRUE;g;4008452031067;Joghurt mild, 1,5 % Fett;500;g;N/A;N/A;N/A;TRUE;N/A;10000278;Joghurt (leicht verderblich)
127;4040600990338;Landliebe;Joghurt 3,8 % Fett;258;62;3.8;TRUE;2.6;TRUE;3.4;TRUE;3.4;TRUE;3.5;TRUE;0.12;TRUE;g;4040600990338;Joghurt 3,8 % Fett;200;g;N/A;N/A;N/A;TRUE;N/A;10000278;Joghurt (leicht verderblich)
128;4040600990239;Landliebe;Joghurt auf Heidelbeeren;399;95;3.1;TRUE;2.1;TRUE;13;TRUE;13;TRUE;3.5;TRUE;0.13;TRUE;g;4040600990239;Joghurt mit 15 % Heidelbeerzubereitung, 3,8% Fett im Milchanteil;150;g;N/A;N/A;N/A;TRUE;N/A;10000278;Joghurt (leicht verderblich)
129;7613031572069;Nestle;YES;2121;509;33;TRUE;17;TRUE;46;TRUE;34;TRUE;5.5;TRUE;0.13;TRUE;g;7613031572069;Kuchenriegel mit 15% Kakaocremefüllung, überzogen mit 25% Zartbitterschokolade und dekoriert mit 4% Milchschokolade;96;g;N/A;N/A;N/A;TRUE;N/A;10000172;Kuchen / Torten – süß (konserviert – ohne Kühlung haltbar)
130;4313920013484;Unsere Heimat;Crème Fraîche 30 % Fett;1214;295;30;TRUE;18.9;TRUE;2.7;TRUE;2.7;TRUE;2.9;TRUE;0.04;TRUE;g;4313920013484;N/A;150;g;[135, 193, 178];N/A;N/A;TRUE;N/A;10000607;Milch / Butter / Sahne / Käse / Eier / Ersatzprodukte – Mischpackungen
131;4002971037302;Ehrmann;Almighurt;410;97;2.8;TRUE;1.8;TRUE;15;TRUE;14;TRUE;3;TRUE;0.1;TRUE;g;4002971037302;Joghurt mild mit 17 % Kirsch-Bananenzubereitung;150;g;N/A;N/A;N/A;TRUE;N/A;10000278;Joghurt (leicht verderblich)
132;4003490036166;Hochwald;Speisequark 40 % Fett;598;144;10.3;TRUE;6.9;TRUE;3.2;TRUE;3.2;TRUE;9;TRUE;0.1;TRUE;g;4003490036166;Speisequark 40 % Fett;250;g;[135];N/A;N/A;TRUE;N/A;10006728;Molkerei-Nebenerzeugnisse
133;42109877;Müller;Joghurt mit der Ecke;407;96;2.6;TRUE;1.7;TRUE;13.6;TRUE;13.5;TRUE;3.8;TRUE;0.14;TRUE;g;42109877;Gesüsster, aromatisierter joghurt mit 23% Fruchtzubereitung, 3,5% Fett im Milchanteil;150;g;N/A;N/A;N/A;TRUE;N/A;10000278;Joghurt (leicht verderblich)
134;4014500517407;Zott;Sahne Joghurt Balance;443;107;8.2;TRUE;5.6;TRUE;3.7;TRUE;2.9;TRUE;2.5;TRUE;0.15;TRUE;g;4014500517407;Sahnejoghurt mild mit Zitronen und Süßungsmittel. 10%nFett im Milchanteil ;150;g;N/A;N/A;N/A;TRUE;N/A;10000278;Joghurt (leicht verderblich)
135;4040600990192;Landliebe;Joghurt auf Pfirsich-Maracuja;414;98;3.1;TRUE;2.1;TRUE;14;TRUE;13;TRUE;3.5;TRUE;0.14;TRUE;g;4040600990192;Joghurt mit 15 % Pfirsich-Maracujazubereitung, 3,8% Fett im Milchanteil;150;g;N/A;N/A;N/A;TRUE;N/A;10000278;Joghurt (leicht verderblich)
136;4101530001065;Berchtesgardener Land;Stichfester Joghurt;281;67;4;TRUE;2.6;TRUE;3.8;TRUE;3.8;TRUE;3.4;TRUE;0.11;TRUE;g;4101530001065;Joghurt naturbelassen im Fettgehalt mindestens 3,9% Fett;150;g;[135, 244];N/A;N/A;TRUE;N/A;10000278;Joghurt (leicht verderblich)
137;4014400928976;August Storck KG;Knoppers;2294;550;33.2;TRUE;18.6;TRUE;52.4;TRUE;35.3;TRUE;8.8;TRUE;0.39;TRUE;g;4014400928976;Gefüllte Waffelschnitte (Milchcremefüllung 30,2%, Nugarcremefüllung 29,4%);375;g;N/A;N/A;N/A;TRUE;N/A;10000161;Kekse / Gebäck (ohne Kühlung haltbar)
138;4012852001636;Neumarkter Lammsbräu;Dunkle Weiße alkoholfrei;113;27;0.5;FALSE;0.1;FALSE;6.2;TRUE;3;TRUE;0.5;FALSE;0.01;FALSE;ml;4012852001636;Alkoholfreies Bio-Schankbier mit Hefe;0.5;l;[16, 23,125];[226];0.5;FALSE;[120];10000159;Bier
139;4023900544869;Theodor Kattus GmbH;Wok-Keimlinge;105;25;0.4;TRUE;0.1;TRUE;1.8;TRUE;1.5;TRUE;2.6;TRUE;0.38;TRUE;g;4023900544869;Sojabohnen- und Mungobohnenkeimlinge;330;g;N/A;N/A;N/A;TRUE;N/A;10006259;Keimling – verzehrfertig
140;4016512061152;Heirler Cenovis GmbH;Kräuter Flüssigwürze;221;52;0.1;TRUE;0;TRUE;6.1;TRUE;3.3;TRUE;5.8;TRUE;22.1;TRUE;g;4016512061152;Würzmittel aus kontrolliert biologischem Anbau;297;g;N/A;[14, 245];N/A;TRUE;N/A;10000057;Saucen (ohne Kühlung haltbar)
141;4014086093364;5,0 Original;Pils;169;41;0;TRUE;0;TRUE;0;TRUE;0;TRUE;0;TRUE;0;TRUE;ml;4014086093364;Bier;500;ml;N/A;N/A;5;TRUE;[50];10000159;Bier
142;4316268591867;BioBio;Berglinsen;1607;382;6.4;TRUE;0.3;TRUE;50;TRUE;1.7;TRUE;24;TRUE;0.01;FALSE;g;4316268591867;Bio Berglinsen;500;g;N/A;[20, 226];N/A;TRUE;N/A;10000203;Mehle – Getreide / Hülsenfrüchte (ohne Kühlung haltbar)
143;4061458040716;One World;Blütenhonig;1283;302;0.1;FALSE;0.1;FALSE;75.1;TRUE;75.1;TRUE;0.4;TRUE;0.1;FALSE;g;4061458040716;Blütenhonig;500;g;[63];N/A;N/A;TRUE;N/A;10000213;Honig (ohne Kühlung haltbar)
144;4061458004206;King’s Crown;Premium Cornichons;145;34;0.5;FALSE;0.1;FALSE;5.4;TRUE;4.6;TRUE;1.4;TRUE;1.8;TRUE;1oog;4061458004206;Cornichons, knackig mit frischen Kräutern;350;g;[39];N/A;N/A;TRUE;N/A;10006449;Gewürzgurken
145;8076809529419;Barilla;Integrale Spaghetti n.5;1466;347;2.5;TRUE;0.5;TRUE;64;TRUE;3.5;TRUE;13;TRUE;13;TRUE;g;8076809529419;Teigwaren aus Vollkorn-Hartweizengrieß;500;g;N/A;N/A;N/A;TRUE;N/A;10000241;Teigwaren / Nudeln – verzehrbereit (ohne Kühlung haltbar)
146;4000406072300;Aurora;Weizenmehl Type 405;1453;343;1;TRUE;0.1;TRUE;72;TRUE;0.7;TRUE;10;TRUE;0.01;FALSE;g;4000406072300;Weizenmehl Type 405 Klassik;1000;g;N/A;N/A;N/A;TRUE;N/A;10000203;Mehle – Getreide / Hülsenfrüchte (ohne Kühlung haltbar)
147;4061458097970;Schneekoppe;Quinoa weiß;1479;350;5;TRUE;0.5;TRUE;59;TRUE;3;TRUE;14;TRUE;0.02;TRUE;g;4061458097970;Bio Quinoa weiß;400;g;N/A;[14, 246];N/A;TRUE;N/A;10000211;Körner / Getreide – nicht verzehrbereit (ohne Kühlung haltbar)
148;4104420022720;Alnatura;Beluga Linsen;1283;304;1.6;TRUE;0.1;FALSE;41;TRUE;1.1;TRUE;23;TRUE;0.02;TRUE;g;4104420022720;Bio Beluga Linsen;500;g;[240, 57];[226];N/A;TRUE;N/A;10000203;Mehle – Getreide / Hülsenfrüchte (ohne Kühlung haltbar)
149;4061458098243;Schneekoppe;Datteln;1209;285;0.3;TRUE;0.1;FALSE;64;TRUE;58;TRUE;2.2;TRUE;0.01;FALSE;g;4061458098243;Bio Delgelt Nour-Datteln, entsteint, pasteurisiert und rehydriert mit maximal 26% Feutigkeit;250;g;N/A;[14, 247];N/A;TRUE;N/A;10005959;Datteln
150;22151179;Westcliff;Ingwer-Zitrone Kräutertee;3;1;0;TRUE;0;TRUE;0.2;TRUE;0.1;FALSE;0;TRUE;0;TRUE;ml;22151179;Kräuertee mit Ingwer aromatisiert Zitronen-Geschmack;43.75;g;[225, 220];N/A;N/A;TRUE;N/A;10000116;Tee – lose / abgepackt / Aufgussbeutel
151;4001257214109;meßmer;Grüner Tee;3;1;0;TRUE;0;TRUE;0.2;TRUE;0.1;FALSE;0;TRUE;0;TRUE;ml;4001257214109;Grüner Tee;43.75;g;[220];N/A;N/A;TRUE;N/A;10000116;Tee – lose / abgepackt / Aufgussbeutel
152;4017100122910;Bahlsen;Leibniz Butterkeks 30 % weniger Zucker;1753;416;10;TRUE;6.3;TRUE;69;TRUE;13;TRUE;8.8;TRUE;1.46;TRUE;g;4017100122910;Butterkeks;150;g;N/A;N/A;N/A;TRUE;N/A;10000161;Kekse / Gebäck (ohne Kühlung haltbar)
153;4002631015077;Karlsberg;Karlsberg Urpils;172;41;0;TRUE;0;TRUE;0;TRUE;0;TRUE;0;TRUE;0;TRUE;ml;4002631015077;Pils;0.33;l;N/A;N/A;4.8;TRUE;[238];10000159;Bier
154;4066600251101;Paulaner München;Original Münchner Hell;159;38;N/A;TRUE;N/A;TRUE;N/A;TRUE;N/A;TRUE;N/A;TRUE;N/A;TRUE;ml;4066600251101;Bier;0.5;l;[55];N/A;4.9;TRUE;N/A;10000159;Bier
155;4000856007167;Warsteiner;Warsteiner Winter;210;50;0;TRUE;0;TRUE;4.3;TRUE;0;TRUE;0.5;TRUE;0;TRUE;ml;4000856007167;Bier;0.33;l;N/A;N/A;5.6;TRUE;[238];10000159;Bier
156;4072700001072;Franziskaner Weissbier;Premium Weissbier Kristallklar;179;43;N/A;TRUE;N/A;TRUE;N/A;TRUE;N/A;TRUE;N/A;TRUE;N/A;TRUE;ml;4072700001072;Bier;0.5;l;N/A;N/A;5;TRUE;[238];10000159;Bier
157;4105020009555;Hochwald-Sprudel;Natürliches Mineralwasser Medium;N/A;N/A;N/A;TRUE;N/A;TRUE;N/A;TRUE;N/A;TRUE;N/A;TRUE;N/A;TRUE;N/A;4105020009555;Natürliches Mineralwasser mit Kohlensäure versetzt;0.75;l;N/A;N/A;N/A;TRUE;N/A;10000232;Mineral– / Quell– / Tafelwasser
158;4060800300324;Lipton;Zero Ice Tea Peach;5;1;0.5;FALSE;0.5;FALSE;0.5;FALSE;0.5;FALSE;0.5;FALSE;0.03;TRUE;ml;4060800300324;Kalorienfreies Eisteegetränk mit erfrischendem Pfirsichgeschmack, mit Süßungsmittel;1.5;l;[182];N/A;N/A;TRUE;[50];10000118;Tee – trinkfertig
159;4305615760056;enerBio;Konjak Nudeln;40;10;0;TRUE;0;TRUE;0;TRUE;0;TRUE;0;TRUE;0;TRUE;g;4305615760056;Shirataki - nudelähnliches Erzeugnis aus biologischem Konjakwurzelmehl;400;g;[225];[248];N/A;TRUE;N/A;10000241;Teigwaren / Nudeln – verzehrbereit (ohne Kühlung haltbar)
160;20403027;Nixe;Thunfischfilets;454;107;0.5;FALSE;0.3;TRUE;0.6;TRUE;0;TRUE;25;TRUE;1.2;TRUE;g;20403027;Thunfischfilets in eigenem Saft und Aufguss;195;g;[198];N/A;N/A;TRUE;N/A;10000016;Fisch – bearbeitet / verarbeitet (leicht verderblich)
161;4013847195026;palatina Mühle der Pfalz;Rote Linsen;1588;376;2;TRUE;0.3;TRUE;59;TRUE;1.5;TRUE;25;TRUE;0.03;TRUE;g;4013847195026;Rote Linsen;500;g;N/A;N/A;N/A;TRUE;N/A;10000601;Getreide– / Korn– / Hülsenfruchtprodukte – Mischpackungen
162;4061458016933;King’s Crown;Stangenspargel weiß;73;17;0.5;FALSE;0.1;FALSE;1.6;TRUE;1.5;TRUE;1.8;TRUE;1;TRUE;g;4061458016933;Stangenspargel mit weißen Köpfen, geschält;330;g;N/A;N/A;N/A;TRUE;N/A;10006129;Spargel
163;8720600618956;HAK;Edamame Bohnen;451;108;5.3;TRUE;0.7;TRUE;2.2;TRUE;1.8;TRUE;10.6;TRUE;0.25;TRUE;g;8720600618956;Edamame Bohnen;150;g;[230];N/A;N/A;TRUE;N/A;10005980;Ackerbohnen
164;4056489117841;Belbake;Schoko-Chunks Zartbitter;2170;520;29.4;TRUE;17.3;TRUE;53.5;TRUE;48.1;TRUE;6.3;TRUE;0;TRUE;g;4056489117841;Zartbitterschokoladestücke;100;g;[225, 65];N/A;N/A;TRUE;N/A;10000045;Schokolade und Mischungen aus Schokolade und Zuckerwaren – Süßwaren
165;4038507003497;Govinda;Erdmandel naturell;1880;449;23;TRUE;4.8;TRUE;64;TRUE;17;TRUE;4.3;TRUE;0.02;TRUE;g;4038507003497;Erdmandeln, naturell;250;g;N/A;[53];N/A;TRUE;N/A;10000008;Nüsse / Samen – nicht bearbeitet / verarbeitet (ohne Kühlung haltbar)
166;4305615678009;enerBio;Kokosöl nativ;3683;896;99;TRUE;93;TRUE;0;TRUE;0;TRUE;0;TRUE;0.03;TRUE;g;4305615678009;Bio Kokosöl nativ, kaltgepresst;200;g;[125];[14];N/A;TRUE;N/A;10000040;Speiseöle – pflanzlich (ohne Kühlung haltbar)
167;4305615662886;enerBio;Aronia Saft;268;63;0.5;FALSE;0.1;FALSE;15;TRUE;8;0.5;FALSE;TRUE;0.01;FALSE;ml;4305615662886;Bio Aroniasaft;330;ml;N/A;[14, 249];N/A;TRUE;N/A;10000223;Fruchtsaftgetränke – trinkfertig (ohne Kühlung haltbar)
168;4013300031250;Unilever Deutschland;Knorr Schaschlik Sauce;433;102;1.5;TRUE;0.1;TRUE;19;TRUE;16;TRUE;1.3;TRUE;2.1;TRUE;ml;4013300031250;Schaschlik Sauce;250;ml;N/A;N/A;N/A;TRUE;N/A;10000280;Dipsaucen / Würzsaucen / Feinkostsaucen / Aufstriche / Marinaden (ohne Kühlung haltbar)
169;4008258130018;Seeberger;Wallnuskerne;2957;717;69;TRUE;6.4;TRUE;6;TRUE;2.6;TRUE;16;TRUE;0.01;FALSE;g;4008258130018;Wallnusskerne;150;g;[250];N/A;N/A;TRUE;N/A;10000008;Nüsse / Samen – nicht bearbeitet / verarbeitet (ohne Kühlung haltbar)
170;4009790009008;meienburg;Kürbiskerne;2585;615;50;TRUE;9.1;TRUE;4;TRUE;1;TRUE;35;TRUE;0.1;TRUE;g;4009790009008;Kürbiskerne;200;g;N/A;N/A;N/A;TRUE;N/A;10000008;Nüsse / Samen – nicht bearbeitet / verarbeitet (ohne Kühlung haltbar)
171;4019066090203;Gourmet;Gemüsezwiebel;N/A;N/A;N/A;TRUE;N/A;TRUE;N/A;TRUE;N/A;TRUE;N/A;TRUE;N/A;TRUE;N/A;4019066090203;Speisezwiebeln KL. 1;500;g;N/A;N/A;N/A;TRUE;N/A;10006006;Zwiebeln
172;4026813603104;demeter;Rote Bete;160;38;0.1;TRUE;0;TRUE;7.7;TRUE;7.7;TRUE;1.4;TRUE;0.08;TRUE;g;4026813603104;Rote Bete;500;g;N/A;[251];N/A;TRUE;N/A;10006121;Rüben / Rote Beete
173;4027343005628;demeter;Äpfel, Braeburn 4er Pack;N/A;N/A;N/A;TRUE;N/A;TRUE;N/A;TRUE;N/A;TRUE;N/A;TRUE;N/A;TRUE;N/A;4027343005628;Bio-Äpfel;550;g;[18];[231];N/A;TRUE;N/A;10005900;Äpfel
174;4038934505083;Eurogroup Deutschland GmbH;Erdnüsse;2552;617;51;TRUE;10;TRUE;10;TRUE;5.9;TRUE;24;TRUE;0.04;TRUE;g;4038934505083;Erdnüsse in der Schale geröstet;400;g;N/A;N/A;N/A;TRUE;N/A;10000008;Nüsse / Samen – nicht bearbeitet / verarbeitet (ohne Kühlung haltbar)
175;4058172658181;dm;Zedernüsse;2833;N/A;N/A;TRUE;N/A;TRUE;N/A;TRUE;N/A;TRUE;N/A;TRUE;0.01;FALSE;g;4058172658181;Bio Zedernüsse;60;g;[57];[14, 235];N/A;TRUE;N/A;10000008;Nüsse / Samen – nicht bearbeitet / verarbeitet (ohne Kühlung haltbar)
176;4058172696466;dm;Leinsamen;2228;540;43;TRUE;5.3;TRUE;3;TRUE;1;TRUE;22;TRUE;0.15;TRUE;g;4058172696466;Bio Leinsamen, braun, geschrotet;200;g;[57];[14, 235];N/A;TRUE;N/A;10000008;Nüsse / Samen – nicht bearbeitet / verarbeitet (ohne Kühlung haltbar)
177;4058172924873;dm;Haselnusskerne;2752;668;64;TRUE;5.8;TRUE;2.6;TRUE;2.5;TRUE;15;TRUE;0.01;FALSE;g;4058172924873;Bio Haselnusskerne;200;g;[57];[14, 226];N/A;TRUE;N/A;10000008;Nüsse / Samen – nicht bearbeitet / verarbeitet (ohne Kühlung haltbar)
178;4250241201605;iglo;Basilikum;N/A;N/A;N/A;TRUE;N/A;TRUE;N/A;TRUE;N/A;TRUE;N/A;TRUE;N/A;TRUE;N/A;4250241201605;Basilikum, tiefgefroren;40;g;N/A;N/A;N/A;TRUE;N/A;10000005;Gemüse – nicht bearbeitet / verarbeitet (tiefgefroren)
179;4250241203654;iglo;Grünkohl;123;30;1.1;TRUE;0.2;TRUE;1;TRUE;0.9;TRUE;2.4;TRUE;0.11;TRUE;g;4250241203654;Grünkohl, grob gehackt, tiefgefroren;600;g;[230];N/A;N/A;TRUE;N/A;10000005;Gemüse – nicht bearbeitet / verarbeitet (tiefgefroren)
180;4250241204750;iglo;Gartenerbsen;285;68;0.7;TRUE;0.1;TRUE;7.5;TRUE;4.9;TRUE;4.9;TRUE;0.01;TRUE;g;4250241204750;Erbsen, tiefgefroren;400;g;[137, 230];N/A;N/A;TRUE;N/A;10000005;Gemüse – nicht bearbeitet / verarbeitet (tiefgefroren)
